ticker,cik,form,filed,report_date,accession,is_xbrl,is_inline_xbrl,document_url,index_url
BABA,0001577552,20-F,2015-06-25,2015-03-31,0001047469-15-005768,1,0,https://www.sec.gov/Archives/edgar/data/1577552/000104746915005768/a2225010z20-f.htm,https://www.sec.gov/Archives/edgar/data/1577552/000104746915005768/0001047469-15-005768-index.html
BABA,0001577552,6-K,2015-06-25,2015-06-30,0001104659-15-047455,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465915047455/a15-14567_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465915047455/0001104659-15-047455-index.html
BABA,0001577552,6-K,2015-08-10,2015-08-10,0001104659-15-057900,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465915057900/a15-17334_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465915057900/0001104659-15-057900-index.html
BABA,0001577552,6-K,2015-08-12,2015-08-12,0001104659-15-058914,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465915058914/a15-17523_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465915058914/0001104659-15-058914-index.html
BABA,0001577552,6-K,2015-08-17,2015-08-17,0001104659-15-060174,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465915060174/a15-18106_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465915060174/0001104659-15-060174-index.html
BABA,0001577552,6-K,2015-08-19,2015-08-19,0001104659-15-060819,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465915060819/a15-18259_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465915060819/0001104659-15-060819-index.html
BABA,0001577552,F-4,2015-08-26,,0001047469-15-006981,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000104746915006981/a2225750zf-4.htm,https://www.sec.gov/Archives/edgar/data/1577552/000104746915006981/0001047469-15-006981-index.html
BABA,0001577552,F-4/A,2015-10-02,,0001047469-15-007669,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000104746915007669/a2226137zf-4a.htm,https://www.sec.gov/Archives/edgar/data/1577552/000104746915007669/0001047469-15-007669-index.html
BABA,0001577552,6-K,2015-10-09,2015-10-31,0001104659-15-070151,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465915070151/a15-20955_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465915070151/0001104659-15-070151-index.html
BABA,0001577552,6-K,2015-10-16,2015-10-16,0001104659-15-071005,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465915071005/a15-21262_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465915071005/0001104659-15-071005-index.html
BABA,0001577552,F-4/A,2015-10-23,,0001047469-15-008015,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000104746915008015/a2226292zf-4a.htm,https://www.sec.gov/Archives/edgar/data/1577552/000104746915008015/0001047469-15-008015-index.html
BABA,0001577552,6-K,2015-10-27,2015-10-31,0001104659-15-072968,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465915072968/a15-21796_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465915072968/0001104659-15-072968-index.html
BABA,0001577552,424B3,2015-10-28,,0001047469-15-008095,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000104746915008095/a2226336z424b3.htm,https://www.sec.gov/Archives/edgar/data/1577552/000104746915008095/0001047469-15-008095-index.html
BABA,0001577552,6-K,2015-11-09,2015-11-09,0001104659-15-076853,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465915076853/a15-22558_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465915076853/0001104659-15-076853-index.html
BABA,0001577552,6-K,2015-12-04,2015-12-31,0001104659-15-083050,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465915083050/a15-18107_196k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465915083050/0001104659-15-083050-index.html
BABA,0001577552,6-K,2016-01-29,2016-01-28,0001104659-16-092294,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465916092294/a16-3084_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465916092294/0001104659-16-092294-index.html
BABA,0001577552,6-K,2016-03-09,2016-03-31,0001104659-16-103882,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465916103882/a16-6077_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465916103882/0001104659-16-103882-index.html
BABA,0001577552,6-K,2016-03-21,2016-03-21,0001104659-16-106460,1,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465916106460/a16-6896_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465916106460/0001104659-16-106460-index.html
BABA,0001577552,6-K,2016-04-05,2016-04-05,0001104659-16-109905,1,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465916109905/a16-7970_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465916109905/0001104659-16-109905-index.html
BABA,0001577552,6-K,2016-04-12,2016-04-30,0001104659-16-110885,1,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465916110885/a16-8336_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465916110885/0001104659-16-110885-index.html
BABA,0001577552,6-K,2016-04-25,2016-04-30,0001104659-16-113636,1,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465916113636/a16-9202_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465916113636/0001104659-16-113636-index.html
BABA,0001577552,6-K,2016-05-05,2016-05-31,0001104659-16-118194,1,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465916118194/a16-10677_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465916118194/0001104659-16-118194-index.html
BABA,0001577552,20-F,2016-05-24,2016-03-31,0001047469-16-013400,1,0,https://www.sec.gov/Archives/edgar/data/1577552/000104746916013400/a2228766z20-f.htm,https://www.sec.gov/Archives/edgar/data/1577552/000104746916013400/0001047469-16-013400-index.html
BABA,0001577552,6-K,2016-06-02,2016-06-30,0001104659-16-124959,1,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465916124959/a16-12605_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465916124959/0001104659-16-124959-index.html
BABA,0001577552,6-K,2016-08-11,2016-08-31,0001104659-16-138896,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465916138896/a16-16621_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465916138896/0001104659-16-138896-index.html
BABA,0001577552,6-K,2016-08-19,2016-08-19,0001104659-16-140731,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465916140731/a16-17041_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465916140731/0001104659-16-140731-index.html
BABA,0001577552,6-K,2016-08-22,2016-08-22,0001104659-16-140809,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465916140809/a16-17305_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465916140809/0001104659-16-140809-index.html
BABA,0001577552,6-K,2016-10-13,2016-10-31,0001104659-16-150089,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465916150089/a16-19837_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465916150089/0001104659-16-150089-index.html
BABA,0001577552,6-K,2016-11-02,2016-11-02,0001104659-16-154041,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465916154041/a16-20954_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465916154041/0001104659-16-154041-index.html
BABA,0001577552,6-K,2016-12-16,2016-12-31,0001104659-16-162618,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465916162618/a16-23298_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465916162618/0001104659-16-162618-index.html
BABA,0001577552,6-K,2017-01-24,2017-01-24,0001104659-17-003802,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465917003802/a17-3083_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465917003802/0001104659-17-003802-index.html
BABA,0001577552,6-K,2017-05-18,2017-05-18,0001104659-17-033787,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465917033787/a17-13821_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465917033787/0001104659-17-033787-index.html
BABA,0001577552,20-F,2017-06-15,2017-03-31,0001047469-17-004019,1,0,https://www.sec.gov/Archives/edgar/data/1577552/000104746917004019/a2231121z20-f.htm,https://www.sec.gov/Archives/edgar/data/1577552/000104746917004019/0001047469-17-004019-index.html
BABA,0001577552,6-K,2017-08-17,2017-08-17,0001104659-17-052468,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465917052468/a17-20562_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465917052468/0001104659-17-052468-index.html
BABA,0001577552,6-K,2017-09-13,2017-09-13,0001104659-17-056981,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465917056981/a17-21992_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465917056981/0001104659-17-056981-index.html
BABA,0001577552,6-K,2017-09-26,2017-09-26,0001104659-17-058730,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465917058730/a17-22525_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465917058730/0001104659-17-058730-index.html
BABA,0001577552,6-K,2017-10-18,2017-10-18,0001104659-17-062758,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465917062758/a17-24149_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465917062758/0001104659-17-062758-index.html
BABA,0001577552,6-K,2017-11-02,2017-11-02,0001104659-17-065677,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465917065677/a17-25090_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465917065677/0001104659-17-065677-index.html
BABA,0001577552,6-K,2017-11-22,2017-11-22,0001104659-17-070220,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465917070220/a17-27503_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465917070220/0001104659-17-070220-index.html
BABA,0001577552,6-K,2017-11-24,2017-11-24,0001047469-17-007286,1,0,https://www.sec.gov/Archives/edgar/data/1577552/000104746917007286/a2233801z6-k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000104746917007286/0001047469-17-007286-index.html
BABA,0001577552,6-K,2017-11-27,2017-11-27,0001104659-17-070363,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465917070363/a17-24278_86k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465917070363/0001104659-17-070363-index.html
BABA,0001577552,6-K,2017-11-27,2017-11-27,0001047469-17-007296,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000104746917007296/a2233845z6-k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000104746917007296/0001047469-17-007296-index.html
BABA,0001577552,6-K,2017-11-30,2017-11-29,0001104659-17-071008,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465917071008/a17-24278_96k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465917071008/0001104659-17-071008-index.html
BABA,0001577552,6-K,2017-11-30,2017-11-29,0001104659-17-071007,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465917071007/a17-24278_106k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465917071007/0001104659-17-071007-index.html
BABA,0001577552,6-K,2017-12-06,2017-12-06,0001104659-17-072000,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465917072000/a17-24278_126k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465917072000/0001104659-17-072000-index.html
BABA,0001577552,6-K,2018-02-01,2018-02-01,0001104659-18-005843,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465918005843/a18-5168_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465918005843/0001104659-18-005843-index.html
BABA,0001577552,6-K,2018-02-01,2018-02-01,0001104659-18-005686,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465918005686/a18-5168_26k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465918005686/0001104659-18-005686-index.html
BABA,0001577552,6-K,2018-02-02,2018-02-02,0001104659-18-006211,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465918006211/a18-5188_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465918006211/0001104659-18-006211-index.html
BABA,0001577552,6-K,2018-02-26,2018-02-26,0001104659-18-011926,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465918011926/a18-7073_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465918011926/0001104659-18-011926-index.html
BABA,0001577552,6-K,2018-04-02,2018-04-02,0001104659-18-021637,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465918021637/a18-9422_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465918021637/0001104659-18-021637-index.html
BABA,0001577552,6-K,2018-05-04,2018-05-04,0001104659-18-030651,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465918030651/a18-12785_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465918030651/0001104659-18-030651-index.html
BABA,0001577552,6-K,2018-05-29,2018-05-31,0001104659-18-036123,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465918036123/a18-14467_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465918036123/0001104659-18-036123-index.html
BABA,0001577552,6-K,2018-05-30,2018-05-30,0001104659-18-036531,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465918036531/a18-14499_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465918036531/0001104659-18-036531-index.html
BABA,0001577552,6-K,2018-07-18,2018-07-18,0001104659-18-045643,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465918045643/a18-17385_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465918045643/0001104659-18-045643-index.html
BABA,0001577552,20-F,2018-07-27,2018-03-31,0001047469-18-005257,1,0,https://www.sec.gov/Archives/edgar/data/1577552/000104746918005257/a2235254z20-f.htm,https://www.sec.gov/Archives/edgar/data/1577552/000104746918005257/0001047469-18-005257-index.html
BABA,0001577552,6-K,2018-08-23,2018-08-23,0001104659-18-053369,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465918053369/a18-21099_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465918053369/0001104659-18-053369-index.html
BABA,0001577552,6-K,2018-09-07,2018-09-07,0001104659-18-055708,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465918055708/a18-27118_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465918055708/0001104659-18-055708-index.html
BABA,0001577552,6-K,2018-09-10,2018-09-10,0001104659-18-055896,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465918055896/a18-28006_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465918055896/0001104659-18-055896-index.html
BABA,0001577552,6-K,2018-10-31,2018-10-31,0001104659-18-065094,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465918065094/a18-39297_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465918065094/0001104659-18-065094-index.html
BABA,0001577552,6-K,2018-11-02,2018-11-02,0001104659-18-065748,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465918065748/a18-39483_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465918065748/0001104659-18-065748-index.html
BABA,0001577552,6-K,2018-12-04,2018-12-04,0001104659-18-071210,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465918071210/a18-41097_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465918071210/0001104659-18-071210-index.html
BABA,0001577552,6-K,2018-12-31,2018-12-31,0001104659-18-075203,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465918075203/a18-42169_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465918075203/0001104659-18-075203-index.html
BABA,0001577552,6-K,2019-01-30,2019-01-30,0001104659-19-004478,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465919004478/a19-3718_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465919004478/0001104659-19-004478-index.html
BABA,0001577552,6-K,2019-03-14,2019-03-14,0001104659-19-014857,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465919014857/a19-6587_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465919014857/0001104659-19-014857-index.html
BABA,0001577552,6-K,2019-04-29,2019-04-29,0001104659-19-024217,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465919024217/a19-9036_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465919024217/0001104659-19-024217-index.html
BABA,0001577552,6-K,2019-05-15,2019-05-15,0001104659-19-029738,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465919029738/a19-10031_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465919029738/0001104659-19-029738-index.html
BABA,0001577552,20-F,2019-06-05,2019-03-31,0001047469-19-003492,1,0,https://www.sec.gov/Archives/edgar/data/1577552/000104746919003492/a2238953z20-f.htm,https://www.sec.gov/Archives/edgar/data/1577552/000104746919003492/0001047469-19-003492-index.html
BABA,0001577552,6-K,2019-06-17,2019-06-17,0001104659-19-035956,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465919035956/a19-11492_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465919035956/0001104659-19-035956-index.html
BABA,0001577552,6-K,2019-07-15,2019-07-15,0001104659-19-040358,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465919040358/a19-12833_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465919040358/0001104659-19-040358-index.html
BABA,0001577552,6-K,2019-07-30,2019-07-30,0001104659-19-042446,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465919042446/a19-16252_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465919042446/0001104659-19-042446-index.html
BABA,0001577552,424B3,2019-07-30,,0001193805-19-000685,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000119380519000685/e618561_424b3-aghl.htm,https://www.sec.gov/Archives/edgar/data/1577552/000119380519000685/0001193805-19-000685-index.html
BABA,0001577552,6-K,2019-08-15,2019-08-15,0001104659-19-046150,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465919046150/a19-17229_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465919046150/0001104659-19-046150-index.html
BABA,0001577552,6-K,2019-09-06,2019-09-06,0001104659-19-048991,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465919048991/a19-18355_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465919048991/0001104659-19-048991-index.html
BABA,0001577552,6-K,2019-09-11,2019-09-11,0001104659-19-049759,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465919049759/a19-18549_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465919049759/0001104659-19-049759-index.html
BABA,0001577552,6-K,2019-09-24,2019-09-24,0001104659-19-051206,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465919051206/a19-18993_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465919051206/0001104659-19-051206-index.html
BABA,0001577552,6-K,2019-11-01,2019-11-01,0001104659-19-059003,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465919059003/a19-21664_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465919059003/0001104659-19-059003-index.html
BABA,0001577552,6-K,2019-11-08,2019-11-08,0001104659-19-061731,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465919061731/a19-22319_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465919061731/0001104659-19-061731-index.html
BABA,0001577552,6-K,2019-11-13,2019-11-13,0001047469-19-006269,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000104746919006269/a2240063z6-k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000104746919006269/0001047469-19-006269-index.html
BABA,0001577552,6-K,2019-11-13,2019-11-13,0001047469-19-006258,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000104746919006258/a2240023z6-k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000104746919006258/0001047469-19-006258-index.html
BABA,0001577552,6-K,2019-11-13,2019-11-13,0001047469-19-006257,1,0,https://www.sec.gov/Archives/edgar/data/1577552/000104746919006257/a2239435z6-k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000104746919006257/0001047469-19-006257-index.html
BABA,0001577552,6-K,2019-11-15,2019-11-15,0001104659-19-064490,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465919064490/a19-22784_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465919064490/0001104659-19-064490-index.html
BABA,0001577552,6-K,2019-11-20,2019-11-20,0001047469-19-006433,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000104746919006433/a2240136z6-k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000104746919006433/0001047469-19-006433-index.html
BABA,0001577552,6-K,2019-11-29,2019-11-29,0001104659-19-068453,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465919068453/a19-22052_66k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465919068453/0001104659-19-068453-index.html
BABA,0001577552,6-K,2019-12-03,2019-12-03,0001104659-19-069221,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465919069221/a19-24249_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465919069221/0001104659-19-069221-index.html
BABA,0001577552,6-K,2019-12-20,2019-12-20,0001104659-19-074597,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465919074597/a19-26619_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465919074597/0001104659-19-074597-index.html
BABA,0001577552,6-K,2020-01-23,2020-01-23,0001104659-20-006055,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465920006055/a20-5658_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920006055/0001104659-20-006055-index.html
BABA,0001577552,6-K,2020-02-13,2020-02-13,0001104659-20-020231,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465920020231/a20-7896_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920020231/0001104659-20-020231-index.html
BABA,0001577552,6-K,2020-05-11,2020-05-11,0001104659-20-059072,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465920059072/a20-19234_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920059072/0001104659-20-059072-index.html
BABA,0001577552,6-K,2020-05-22,2020-05-22,0001104659-20-065398,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465920065398/a20-20766_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920065398/0001104659-20-065398-index.html
BABA,0001577552,6-K,2020-06-25,2020-06-25,0001104659-20-076602,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465920076602/a20-23408_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920076602/0001104659-20-076602-index.html
BABA,0001577552,20-F,2020-07-09,2020-03-31,0001104659-20-082409,1,1,https://www.sec.gov/Archives/edgar/data/1577552/000110465920082409/baba-20200331x20f.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920082409/0001104659-20-082409-index.html
BABA,0001577552,6-K,2020-07-13,2020-07-13,0001104659-20-083110,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465920083110/a20-24647_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920083110/0001104659-20-083110-index.html
BABA,0001577552,6-K,2020-07-13,2020-07-13,0001104659-20-082881,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465920082881/a20-6321_46k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920082881/0001104659-20-082881-index.html
BABA,0001577552,6-K,2020-07-20,2020-07-20,0001104659-20-084639,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465920084639/a20-25160_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920084639/0001104659-20-084639-index.html
BABA,0001577552,6-K,2020-08-03,2020-08-03,0001104659-20-089267,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465920089267/a20-26231_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920089267/0001104659-20-089267-index.html
BABA,0001577552,6-K,2020-08-07,2020-08-07,0001104659-20-091677,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465920091677/a20-26928_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920091677/0001104659-20-091677-index.html
BABA,0001577552,6-K,2020-08-20,2020-08-20,0001104659-20-097260,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465920097260/a20-29076_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920097260/0001104659-20-097260-index.html
BABA,0001577552,6-K,2020-08-25,2020-08-25,0001104659-20-098141,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465920098141/a20-29339_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920098141/0001104659-20-098141-index.html
BABA,0001577552,6-K,2020-08-25,2020-08-25,0001104659-20-098136,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465920098136/a20-29339_36k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920098136/0001104659-20-098136-index.html
BABA,0001577552,6-K,2020-08-25,2020-08-25,0001104659-20-098130,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465920098130/a20-29339_26k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920098130/0001104659-20-098130-index.html
BABA,0001577552,6-K,2020-09-30,2020-09-30,0001104659-20-110253,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465920110253/a20-31974_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920110253/0001104659-20-110253-index.html
BABA,0001577552,6-K,2020-10-19,2020-10-19,0001104659-20-115828,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465920115828/a20-33757_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920115828/0001104659-20-115828-index.html
BABA,0001577552,6-K,2020-10-21,2020-10-21,0001104659-20-116815,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465920116815/a20-33854_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920116815/0001104659-20-116815-index.html
BABA,0001577552,6-K,2020-10-22,2020-10-22,0001104659-20-116934,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465920116934/a20-33959_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920116934/0001104659-20-116934-index.html
BABA,0001577552,6-K,2020-10-26,2020-10-26,0001104659-20-117978,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465920117978/a20-34249_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920117978/0001104659-20-117978-index.html
BABA,0001577552,6-K,2020-11-03,2020-11-03,0001104659-20-120757,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465920120757/a20-34873_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920120757/0001104659-20-120757-index.html
BABA,0001577552,6-K,2020-11-05,2020-11-05,0001104659-20-121812,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465920121812/a20-35108_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920121812/0001104659-20-121812-index.html
BABA,0001577552,6-K,2020-12-18,2020-12-18,0001104659-20-137127,0,0,https://www.sec.gov/Archives/edgar/data/1577552/000110465920137127/a20-38881_16k.htm,https://www.sec.gov/Archives/edgar/data/1577552/000110465920137127/0001104659-20-137127-index.html
